case_id,plan_name,plan_version,cell_index,bug_type,reference_bpr,faulty_bpr,seed
case_000001,fsmrepairbench_v0_1k_seed_74,0.1.0,0,missing_transition,1.0,0.0,91
case_000002,fsmrepairbench_v0_1k_seed_74,0.1.0,0,missing_transition,1.0,0.0,108
case_000003,fsmrepairbench_v0_1k_seed_74,0.1.0,0,missing_transition,1.0,0.0,125
case_000004,fsmrepairbench_v0_1k_seed_74,0.1.0,0,missing_transition,1.0,0.0,142
case_000005,fsmrepairbench_v0_1k_seed_74,0.1.0,0,missing_transition,1.0,0.0,159
case_000006,fsmrepairbench_v0_1k_seed_74,0.1.0,0,missing_transition,1.0,0.0,176
case_000007,fsmrepairbench_v0_1k_seed_74,0.1.0,0,missing_transition,1.0,0.0,193
case_000008,fsmrepairbench_v0_1k_seed_74,0.1.0,0,missing_transition,1.0,0.0,210
case_000009,fsmrepairbench_v0_1k_seed_74,0.1.0,0,missing_transition,1.0,0.0,227
case_000010,fsmrepairbench_v0_1k_seed_74,0.1.0,0,missing_transition,1.0,0.0,244
case_000011,fsmrepairbench_v0_1k_seed_74,0.1.0,0,missing_transition,1.0,0.0,261
case_000012,fsmrepairbench_v0_1k_seed_74,0.1.0,0,missing_transition,1.0,0.0,278
case_000013,fsmrepairbench_v0_1k_seed_74,0.1.0,0,missing_transition,1.0,0.0,295
case_000014,fsmrepairbench_v0_1k_seed_74,0.1.0,0,missing_transition,1.0,0.0,312
case_000015,fsmrepairbench_v0_1k_seed_74,0.1.0,0,missing_transition,1.0,0.0,329
case_000016,fsmrepairbench_v0_1k_seed_74,0.1.0,0,missing_transition,1.0,0.0,346
case_000017,fsmrepairbench_v0_1k_seed_74,0.1.0,0,missing_transition,1.0,0.0,363
case_000018,fsmrepairbench_v0_1k_seed_74,0.1.0,0,missing_transition,1.0,0.0,380
case_000019,fsmrepairbench_v0_1k_seed_74,0.1.0,0,missing_transition,1.0,0.0,397
case_000020,fsmrepairbench_v0_1k_seed_74,0.1.0,0,missing_transition,1.0,0.0,414
case_000021,fsmrepairbench_v0_1k_seed_74,0.1.0,0,missing_transition,1.0,0.0,431
case_000022,fsmrepairbench_v0_1k_seed_74,0.1.0,0,missing_transition,1.0,0.0,448
case_000023,fsmrepairbench_v0_1k_seed_74,0.1.0,0,missing_transition,1.0,0.0,465
case_000024,fsmrepairbench_v0_1k_seed_74,0.1.0,0,missing_transition,1.0,0.0,482
case_000025,fsmrepairbench_v0_1k_seed_74,0.1.0,0,missing_transition,1.0,0.0,499
case_000026,fsmrepairbench_v0_1k_seed_74,0.1.0,0,missing_transition,1.0,0.0,516
case_000027,fsmrepairbench_v0_1k_seed_74,0.1.0,0,missing_transition,1.0,0.0,533
case_000028,fsmrepairbench_v0_1k_seed_74,0.1.0,0,missing_transition,1.0,0.0,550
case_000029,fsmrepairbench_v0_1k_seed_74,0.1.0,0,missing_transition,1.0,0.0,567
case_000030,fsmrepairbench_v0_1k_seed_74,0.1.0,0,missing_transition,1.0,0.0,584
case_000031,fsmrepairbench_v0_1k_seed_74,0.1.0,0,missing_transition,1.0,0.0,601
case_000032,fsmrepairbench_v0_1k_seed_74,0.1.0,0,missing_transition,1.0,0.0,618
case_000033,fsmrepairbench_v0_1k_seed_74,0.1.0,0,missing_transition,1.0,0.0,635
case_000034,fsmrepairbench_v0_1k_seed_74,0.1.0,0,missing_transition,1.0,0.0,652
case_000035,fsmrepairbench_v0_1k_seed_74,0.1.0,0,missing_transition,1.0,0.0,669
case_000036,fsmrepairbench_v0_1k_seed_74,0.1.0,0,missing_transition,1.0,0.0,686
case_000037,fsmrepairbench_v0_1k_seed_74,0.1.0,0,missing_transition,1.0,0.0,703
case_000038,fsmrepairbench_v0_1k_seed_74,0.1.0,0,missing_transition,1.0,0.0,720
case_000039,fsmrepairbench_v0_1k_seed_74,0.1.0,0,missing_transition,1.0,0.0,737
case_000040,fsmrepairbench_v0_1k_seed_74,0.1.0,0,missing_transition,1.0,0.0,754
case_000041,fsmrepairbench_v0_1k_seed_74,0.1.0,0,missing_transition,1.0,0.0,771
case_000042,fsmrepairbench_v0_1k_seed_74,0.1.0,0,missing_transition,1.0,0.0,788
case_000043,fsmrepairbench_v0_1k_seed_74,0.1.0,0,missing_transition,1.0,0.0,805
case_000044,fsmrepairbench_v0_1k_seed_74,0.1.0,0,missing_transition,1.0,0.0,822
case_000045,fsmrepairbench_v0_1k_seed_74,0.1.0,0,missing_transition,1.0,0.0,839
case_000046,fsmrepairbench_v0_1k_seed_74,0.1.0,0,missing_transition,1.0,0.0,856
case_000047,fsmrepairbench_v0_1k_seed_74,0.1.0,0,missing_transition,1.0,0.0,873
case_000048,fsmrepairbench_v0_1k_seed_74,0.1.0,0,missing_transition,1.0,0.0,890
case_000049,fsmrepairbench_v0_1k_seed_74,0.1.0,0,missing_transition,1.0,0.0,907
case_000050,fsmrepairbench_v0_1k_seed_74,0.1.0,0,missing_transition,1.0,0.0,924
case_000051,fsmrepairbench_v0_1k_seed_74,0.1.0,1,nondeterminism_intro,1.0,1.0,1042
case_000052,fsmrepairbench_v0_1k_seed_74,0.1.0,1,nondeterminism_intro,1.0,1.0,8978
case_000053,fsmrepairbench_v0_1k_seed_74,0.1.0,1,nondeterminism_intro,1.0,1.0,1076
case_000054,fsmrepairbench_v0_1k_seed_74,0.1.0,1,nondeterminism_intro,1.0,1.0,1093
case_000055,fsmrepairbench_v0_1k_seed_74,0.1.0,1,nondeterminism_intro,1.0,1.0,9029
case_000056,fsmrepairbench_v0_1k_seed_74,0.1.0,1,nondeterminism_intro,1.0,1.0,1127
case_000057,fsmrepairbench_v0_1k_seed_74,0.1.0,1,nondeterminism_intro,1.0,1.0,1144
case_000058,fsmrepairbench_v0_1k_seed_74,0.1.0,1,nondeterminism_intro,1.0,1.0,1161
case_000059,fsmrepairbench_v0_1k_seed_74,0.1.0,1,nondeterminism_intro,1.0,1.0,1178
case_000060,fsmrepairbench_v0_1k_seed_74,0.1.0,1,nondeterminism_intro,1.0,1.0,1195
case_000061,fsmrepairbench_v0_1k_seed_74,0.1.0,1,nondeterminism_intro,1.0,1.0,1212
case_000062,fsmrepairbench_v0_1k_seed_74,0.1.0,1,nondeterminism_intro,1.0,1.0,17067
case_000063,fsmrepairbench_v0_1k_seed_74,0.1.0,1,nondeterminism_intro,1.0,1.0,1246
case_000064,fsmrepairbench_v0_1k_seed_74,0.1.0,1,nondeterminism_intro,1.0,1.0,1263
case_000065,fsmrepairbench_v0_1k_seed_74,0.1.0,1,nondeterminism_intro,1.0,1.0,1280
case_000066,fsmrepairbench_v0_1k_seed_74,0.1.0,1,nondeterminism_intro,1.0,1.0,1297
case_000067,fsmrepairbench_v0_1k_seed_74,0.1.0,1,nondeterminism_intro,1.0,1.0,1314
case_000068,fsmrepairbench_v0_1k_seed_74,0.1.0,1,nondeterminism_intro,1.0,1.0,9250
case_000069,fsmrepairbench_v0_1k_seed_74,0.1.0,1,nondeterminism_intro,1.0,1.0,1348
case_000070,fsmrepairbench_v0_1k_seed_74,0.1.0,1,nondeterminism_intro,1.0,1.0,1365
case_000071,fsmrepairbench_v0_1k_seed_74,0.1.0,1,nondeterminism_intro,1.0,1.0,1382
case_000072,fsmrepairbench_v0_1k_seed_74,0.1.0,1,nondeterminism_intro,1.0,1.0,1399
