case_id,plan_name,plan_version,cell_index,bug_type,reference_bpr,faulty_bpr,seed
case_000001,fsmrepairbench_multifamily_v0_3,0.3.0,0,missing_transition,1.0,0.0,63
case_000002,fsmrepairbench_multifamily_v0_3,0.3.0,0,missing_transition,1.0,0.0,80
case_000003,fsmrepairbench_multifamily_v0_3,0.3.0,0,missing_transition,1.0,0.0,97
case_000004,fsmrepairbench_multifamily_v0_3,0.3.0,0,missing_transition,1.0,0.0,114
case_000005,fsmrepairbench_multifamily_v0_3,0.3.0,0,missing_transition,1.0,0.0,131
case_000006,fsmrepairbench_multifamily_v0_3,0.3.0,0,missing_transition,1.0,0.0,148
case_000007,fsmrepairbench_multifamily_v0_3,0.3.0,0,missing_transition,1.0,0.0,165
case_000008,fsmrepairbench_multifamily_v0_3,0.3.0,0,missing_transition,1.0,0.0,182
case_000009,fsmrepairbench_multifamily_v0_3,0.3.0,0,missing_transition,1.0,0.0,199
case_000010,fsmrepairbench_multifamily_v0_3,0.3.0,0,missing_transition,1.0,0.0,216
case_000011,fsmrepairbench_multifamily_v0_3,0.3.0,0,missing_transition,1.0,0.6666666666666666,233
case_000012,fsmrepairbench_multifamily_v0_3,0.3.0,0,missing_transition,1.0,0.0,250
case_000013,fsmrepairbench_multifamily_v0_3,0.3.0,0,missing_transition,1.0,0.0,267
case_000014,fsmrepairbench_multifamily_v0_3,0.3.0,0,missing_transition,1.0,0.0,284
case_000015,fsmrepairbench_multifamily_v0_3,0.3.0,0,missing_transition,1.0,0.0,301
case_000016,fsmrepairbench_multifamily_v0_3,0.3.0,0,missing_transition,1.0,0.6666666666666666,318
case_000017,fsmrepairbench_multifamily_v0_3,0.3.0,0,missing_transition,1.0,0.0,335
case_000018,fsmrepairbench_multifamily_v0_3,0.3.0,0,missing_transition,1.0,0.0,352
case_000019,fsmrepairbench_multifamily_v0_3,0.3.0,0,missing_transition,1.0,0.0,369
case_000020,fsmrepairbench_multifamily_v0_3,0.3.0,0,missing_transition,1.0,0.0,386
case_000021,fsmrepairbench_multifamily_v0_3,0.3.0,0,missing_transition,1.0,0.0,403
case_000022,fsmrepairbench_multifamily_v0_3,0.3.0,0,missing_transition,1.0,0.0,420
case_000023,fsmrepairbench_multifamily_v0_3,0.3.0,0,missing_transition,1.0,0.0,8356
case_000024,fsmrepairbench_multifamily_v0_3,0.3.0,0,missing_transition,1.0,0.0,454
case_000025,fsmrepairbench_multifamily_v0_3,0.3.0,0,missing_transition,1.0,0.6666666666666666,471
case_000026,fsmrepairbench_multifamily_v0_3,0.3.0,0,missing_transition,1.0,0.0,488
case_000027,fsmrepairbench_multifamily_v0_3,0.3.0,0,missing_transition,1.0,0.0,505
case_000028,fsmrepairbench_multifamily_v0_3,0.3.0,0,missing_transition,1.0,0.0,522
case_000029,fsmrepairbench_multifamily_v0_3,0.3.0,0,missing_transition,1.0,0.0,539
case_000030,fsmrepairbench_multifamily_v0_3,0.3.0,0,missing_transition,1.0,0.6666666666666666,556
case_000031,fsmrepairbench_multifamily_v0_3,0.3.0,0,missing_transition,1.0,0.25,573
case_000032,fsmrepairbench_multifamily_v0_3,0.3.0,0,missing_transition,1.0,0.0,590
case_000033,fsmrepairbench_multifamily_v0_3,0.3.0,0,missing_transition,1.0,1.0,607
case_000034,fsmrepairbench_multifamily_v0_3,0.3.0,0,missing_transition,1.0,0.0,624
case_000035,fsmrepairbench_multifamily_v0_3,0.3.0,0,missing_transition,1.0,0.0,641
case_000036,fsmrepairbench_multifamily_v0_3,0.3.0,0,missing_transition,1.0,0.0,658
case_000037,fsmrepairbench_multifamily_v0_3,0.3.0,0,missing_transition,1.0,0.0,675
case_000038,fsmrepairbench_multifamily_v0_3,0.3.0,0,missing_transition,1.0,0.0,692
case_000039,fsmrepairbench_multifamily_v0_3,0.3.0,0,missing_transition,1.0,0.0,8628
case_000040,fsmrepairbench_multifamily_v0_3,0.3.0,0,missing_transition,1.0,0.0,726
case_000041,fsmrepairbench_multifamily_v0_3,0.3.0,0,missing_transition,1.0,0.25,743
case_000042,fsmrepairbench_multifamily_v0_3,0.3.0,0,missing_transition,1.0,0.0,760
case_000043,fsmrepairbench_multifamily_v0_3,0.3.0,0,missing_transition,1.0,0.0,777
case_000044,fsmrepairbench_multifamily_v0_3,0.3.0,0,missing_transition,1.0,0.0,794
case_000045,fsmrepairbench_multifamily_v0_3,0.3.0,0,missing_transition,1.0,0.0,811
case_000046,fsmrepairbench_multifamily_v0_3,0.3.0,0,missing_transition,1.0,0.0,828
case_000047,fsmrepairbench_multifamily_v0_3,0.3.0,0,missing_transition,1.0,0.0,845
case_000048,fsmrepairbench_multifamily_v0_3,0.3.0,0,missing_transition,1.0,0.8333333333333334,862
case_000049,fsmrepairbench_multifamily_v0_3,0.3.0,0,missing_transition,1.0,0.0,879
case_000050,fsmrepairbench_multifamily_v0_3,0.3.0,0,missing_transition,1.0,0.0,896
case_000051,fsmrepairbench_multifamily_v0_3,0.3.0,1,nondeterminism_intro,1.0,1.0,1014
case_000052,fsmrepairbench_multifamily_v0_3,0.3.0,1,nondeterminism_intro,1.0,1.0,1031
case_000053,fsmrepairbench_multifamily_v0_3,0.3.0,1,nondeterminism_intro,1.0,1.0,1048
case_000054,fsmrepairbench_multifamily_v0_3,0.3.0,1,nondeterminism_intro,1.0,1.0,1065
case_000055,fsmrepairbench_multifamily_v0_3,0.3.0,1,nondeterminism_intro,1.0,1.0,1082
case_000056,fsmrepairbench_multifamily_v0_3,0.3.0,1,nondeterminism_intro,1.0,1.0,1099
case_000057,fsmrepairbench_multifamily_v0_3,0.3.0,1,nondeterminism_intro,1.0,1.0,1116
