case_id,machine_type,determinism,completeness,arity_class,size_class,guard_complexity,time_features,graph_structure,oracle_depth,bug_type,num_states,num_events,num_transitions,avg_out_degree,max_out_degree,num_guards,num_timed_guards,num_timeouts,num_cycles,scc_count,seed
case_000001,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,missing_transition,2,2,1,0.5,1,0,0,0,0,2,71
case_000002,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,missing_transition,2,2,1,0.5,1,0,0,0,0,2,88
case_000003,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,missing_transition,2,2,1,0.5,1,0,0,0,0,2,105
case_000004,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,missing_transition,2,2,1,0.5,1,0,0,0,0,2,122
case_000005,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,missing_transition,2,2,1,0.5,1,0,0,0,0,2,139
case_000006,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,missing_transition,2,2,1,0.5,1,0,0,0,0,2,156
case_000007,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,missing_transition,2,2,1,0.5,1,0,0,0,0,2,173
case_000008,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,missing_transition,2,2,1,0.5,1,0,0,0,0,2,190
case_000009,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,missing_transition,2,2,1,0.5,1,0,0,0,0,2,207
case_000010,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,missing_transition,2,2,1,0.5,1,0,0,0,0,2,224
case_000011,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,missing_transition,2,2,1,0.5,1,0,0,0,0,2,241
case_000012,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,missing_transition,2,2,1,0.5,1,0,0,0,0,2,258
case_000013,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,missing_transition,2,2,1,0.5,1,0,0,0,0,2,275
