case_id,machine_type,determinism,completeness,arity_class,size_class,guard_complexity,time_features,graph_structure,oracle_depth,bug_type,num_states,num_events,num_transitions,avg_out_degree,max_out_degree,num_guards,num_timed_guards,num_timeouts,num_cycles,scc_count,seed
case_000001,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,missing_transition,2,2,1,0.5,1,0,0,0,0,2,61
case_000002,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,missing_transition,2,2,1,0.5,1,0,0,0,0,2,78
case_000003,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,missing_transition,2,2,1,0.5,1,0,0,0,0,2,95
case_000004,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,missing_transition,2,2,1,0.5,1,0,0,0,0,2,112
case_000005,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,missing_transition,2,2,1,0.5,1,0,0,0,0,2,129
case_000006,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,missing_transition,2,2,1,0.5,1,0,0,0,0,2,146
case_000007,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,missing_transition,2,2,1,0.5,1,0,0,0,0,2,163
case_000008,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,missing_transition,2,2,1,0.5,1,0,0,0,0,2,180
case_000009,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,missing_transition,2,2,1,0.5,1,0,0,0,0,2,197
case_000010,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,missing_transition,2,2,1,0.5,1,0,0,0,0,2,214
case_000011,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,missing_transition,2,2,1,0.5,1,0,0,0,0,2,231
case_000012,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,missing_transition,2,2,1,0.5,1,0,0,0,0,2,248
case_000013,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,missing_transition,2,2,1,0.5,1,0,0,0,0,2,265
case_000014,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,missing_transition,2,2,1,0.5,1,0,0,0,0,2,282
case_000015,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,missing_transition,2,2,1,0.5,1,0,0,0,0,2,299
case_000016,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,missing_transition,2,2,1,0.5,1,0,0,0,0,2,316
case_000017,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,missing_transition,2,2,1,0.5,1,0,0,0,0,2,333
case_000018,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,missing_transition,2,2,1,0.5,1,0,0,0,0,2,350
case_000019,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,missing_transition,2,2,1,0.5,1,0,0,0,0,2,367
case_000020,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,missing_transition,2,2,1,0.5,1,0,0,0,0,2,384
case_000021,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,missing_transition,2,2,1,0.5,1,0,0,0,0,2,401
case_000022,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,missing_transition,2,2,1,0.5,1,0,0,0,0,2,418
case_000023,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,missing_transition,2,2,1,0.5,1,0,0,0,0,2,435
case_000024,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,missing_transition,2,2,1,0.5,1,0,0,0,0,2,452
case_000025,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,missing_transition,2,2,1,0.5,1,0,0,0,0,2,469
case_000026,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,missing_transition,2,2,1,0.5,1,0,0,0,0,2,486
case_000027,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,missing_transition,2,2,1,0.5,1,0,0,0,0,2,503
case_000028,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,missing_transition,2,2,1,0.5,1,0,0,0,0,2,520
case_000029,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,missing_transition,2,2,1,0.5,1,0,0,0,0,2,537
case_000030,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,missing_transition,2,2,1,0.5,1,0,0,0,0,2,554
case_000031,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,missing_transition,2,2,1,0.5,1,0,0,0,0,2,571
case_000032,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,missing_transition,2,2,1,0.5,1,0,0,0,0,2,588
case_000033,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,missing_transition,2,2,1,0.5,1,0,0,0,0,2,605
case_000034,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,missing_transition,2,2,1,0.5,1,0,0,0,0,2,622
case_000035,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,missing_transition,2,2,1,0.5,1,0,0,0,0,2,639
case_000036,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,missing_transition,2,2,1,0.5,1,0,0,0,0,2,656
case_000037,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,missing_transition,2,2,1,0.5,1,0,0,0,0,2,673
case_000038,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,missing_transition,2,2,1,0.5,1,0,0,0,0,2,690
case_000039,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,missing_transition,2,2,1,0.5,1,0,0,0,0,2,707
case_000040,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,missing_transition,2,2,1,0.5,1,0,0,0,0,2,724
case_000041,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,missing_transition,2,2,1,0.5,1,0,0,0,0,2,741
case_000042,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,missing_transition,2,2,1,0.5,1,0,0,0,0,2,758
case_000043,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,missing_transition,2,2,1,0.5,1,0,0,0,0,2,775
case_000044,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,missing_transition,2,2,1,0.5,1,0,0,0,0,2,792
case_000045,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,missing_transition,2,2,1,0.5,1,0,0,0,0,2,809
case_000046,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,missing_transition,2,2,1,0.5,1,0,0,0,0,2,826
case_000047,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,missing_transition,2,2,1,0.5,1,0,0,0,0,2,843
case_000048,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,missing_transition,2,2,1,0.5,1,0,0,0,0,2,860
case_000049,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,missing_transition,2,2,1,0.5,1,0,0,0,0,2,877
case_000050,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,missing_transition,2,2,1,0.5,1,0,0,0,0,2,894
case_000051,plain_fsm,deterministic,partial,low,tiny,none,none,cyclic|sparse|hub_and_spoke|layered,shallow,nondeterminism_intro,3,2,4,1.3333,2,0,0,0,1,3,1012
case_000052,plain_fsm,deterministic,partial,low,tiny,none,none,cyclic|sparse|layered,shallow,nondeterminism_intro,3,2,3,1.0,1,0,0,0,1,3,1029
case_000053,plain_fsm,deterministic,partial,low,tiny,none,none,cyclic|sparse|layered,shallow,nondeterminism_intro,3,2,3,1.0,1,0,0,0,1,3,8965
case_000054,plain_fsm,deterministic,partial,low,tiny,none,none,cyclic|sparse|layered,shallow,nondeterminism_intro,3,2,3,1.0,1,0,0,0,1,3,1063
case_000055,plain_fsm,deterministic,partial,low,tiny,none,none,cyclic|sparse|hub_and_spoke|layered,shallow,nondeterminism_intro,3,2,4,1.3333,2,0,0,0,2,3,1080
case_000056,plain_fsm,deterministic,partial,low,tiny,none,none,cyclic|sparse|layered,shallow,nondeterminism_intro,3,2,3,1.0,1,0,0,0,1,3,1097
case_000057,plain_fsm,deterministic,partial,low,tiny,none,none,cyclic|sparse|layered,shallow,nondeterminism_intro,3,2,3,1.0,1,0,0,0,1,3,1114
case_000058,plain_fsm,deterministic,partial,low,tiny,none,none,cyclic|sparse|layered,shallow,nondeterminism_intro,3,2,3,1.0,1,0,0,0,1,3,1131
case_000059,plain_fsm,deterministic,partial,low,tiny,none,none,cyclic|sparse|layered,shallow,nondeterminism_intro,3,2,3,1.0,1,0,0,0,1,3,16986
case_000060,plain_fsm,deterministic,partial,low,tiny,none,none,cyclic|sparse|hub_and_spoke|layered,shallow,nondeterminism_intro,3,2,4,1.3333,2,0,0,0,1,3,9084
case_000061,plain_fsm,deterministic,partial,low,tiny,none,none,cyclic|sparse|hub_and_spoke|layered,shallow,nondeterminism_intro,3,2,4,1.3333,2,0,0,0,1,3,1182
case_000062,plain_fsm,deterministic,partial,low,tiny,none,none,cyclic|sparse|layered,shallow,nondeterminism_intro,3,2,3,1.0,1,0,0,0,1,3,1199
case_000063,plain_fsm,deterministic,partial,low,tiny,none,none,cyclic|sparse|layered,shallow,nondeterminism_intro,3,2,3,1.0,1,0,0,0,1,3,17054
case_000064,plain_fsm,deterministic,partial,low,tiny,none,none,cyclic|sparse|layered,shallow,nondeterminism_intro,3,2,3,1.0,1,0,0,0,1,3,1233
case_000065,plain_fsm,deterministic,partial,low,tiny,none,none,cyclic|sparse|layered,shallow,nondeterminism_intro,3,2,3,1.0,1,0,0,0,1,3,9169
case_000066,plain_fsm,deterministic,partial,low,tiny,none,none,cyclic|sparse|layered,shallow,nondeterminism_intro,3,2,3,1.0,1,0,0,0,1,3,9186
case_000067,plain_fsm,deterministic,partial,low,tiny,none,none,cyclic|sparse|hub_and_spoke|layered,shallow,nondeterminism_intro,3,2,4,1.3333,2,0,0,0,1,3,1284
case_000068,plain_fsm,deterministic,partial,low,tiny,none,none,cyclic|sparse|layered,shallow,nondeterminism_intro,3,2,3,1.0,1,0,0,0,1,3,1301
case_000069,plain_fsm,deterministic,partial,low,tiny,none,none,cyclic|sparse|layered,shallow,nondeterminism_intro,3,2,3,1.0,1,0,0,0,1,3,1318
case_000070,plain_fsm,deterministic,partial,low,tiny,none,none,cyclic|sparse|layered,shallow,nondeterminism_intro,3,2,3,1.0,1,0,0,0,1,3,1335
case_000071,plain_fsm,deterministic,partial,low,tiny,none,none,cyclic|sparse|hub_and_spoke|layered,shallow,nondeterminism_intro,3,2,4,1.3333,2,0,0,0,1,3,1352
