case_id,plan_name,plan_version,cell_index,bug_type,reference_bpr,faulty_bpr,seed
case_000001,fsmrepairbench_v0_smoke,0.1.0,0,missing_transition,1.0,0.0,59
case_000002,fsmrepairbench_v0_smoke,0.1.0,0,missing_transition,1.0,0.0,76
case_000003,fsmrepairbench_v0_smoke,0.1.0,0,missing_transition,1.0,0.0,93
case_000004,fsmrepairbench_v0_smoke,0.1.0,0,missing_transition,1.0,0.0,110
case_000005,fsmrepairbench_v0_smoke,0.1.0,0,missing_transition,1.0,0.0,127
case_000006,fsmrepairbench_v0_smoke,0.1.0,1,nondeterminism_intro,1.0,1.0,245
case_000007,fsmrepairbench_v0_smoke,0.1.0,1,nondeterminism_intro,1.0,1.0,262
case_000008,fsmrepairbench_v0_smoke,0.1.0,1,nondeterminism_intro,1.0,1.0,279
case_000009,fsmrepairbench_v0_smoke,0.1.0,1,nondeterminism_intro,1.0,1.0,296
case_000010,fsmrepairbench_v0_smoke,0.1.0,1,nondeterminism_intro,1.0,1.0,313
case_000011,fsmrepairbench_v0_smoke,0.1.0,2,wrong_source,1.0,0.0,431
case_000012,fsmrepairbench_v0_smoke,0.1.0,2,wrong_source,1.0,0.0,448
case_000013,fsmrepairbench_v0_smoke,0.1.0,2,wrong_source,1.0,0.0,465
case_000014,fsmrepairbench_v0_smoke,0.1.0,2,wrong_source,1.0,0.0,482
case_000015,fsmrepairbench_v0_smoke,0.1.0,2,wrong_source,1.0,0.0,499
case_000016,fsmrepairbench_v0_smoke,0.1.0,3,wrong_event,1.0,0.6666666666666666,617
case_000017,fsmrepairbench_v0_smoke,0.1.0,3,wrong_event,1.0,0.0,634
case_000018,fsmrepairbench_v0_smoke,0.1.0,3,wrong_event,1.0,0.0,651
case_000019,fsmrepairbench_v0_smoke,0.1.0,3,wrong_event,1.0,0.0,668
case_000020,fsmrepairbench_v0_smoke,0.1.0,3,wrong_event,1.0,0.0,685
case_000021,fsmrepairbench_v0_smoke,0.1.0,4,action_corruption,1.0,1.0,803
case_000022,fsmrepairbench_v0_smoke,0.1.0,4,action_corruption,1.0,1.0,820
case_000023,fsmrepairbench_v0_smoke,0.1.0,4,action_corruption,1.0,1.0,837
case_000024,fsmrepairbench_v0_smoke,0.1.0,4,action_corruption,1.0,1.0,854
case_000025,fsmrepairbench_v0_smoke,0.1.0,4,action_corruption,1.0,1.0,871
case_000026,fsmrepairbench_v0_smoke,0.1.0,5,guard_flip,1.0,0.0,989
case_000027,fsmrepairbench_v0_smoke,0.1.0,5,guard_flip,1.0,0.25,1006
case_000028,fsmrepairbench_v0_smoke,0.1.0,5,guard_flip,1.0,0.75,1023
case_000029,fsmrepairbench_v0_smoke,0.1.0,5,guard_flip,1.0,0.25,1040
case_000030,fsmrepairbench_v0_smoke,0.1.0,5,guard_flip,1.0,0.8888888888888888,1057
case_000031,fsmrepairbench_v0_smoke,0.1.0,6,duplicate_transition,1.0,1.0,1175
case_000032,fsmrepairbench_v0_smoke,0.1.0,6,duplicate_transition,1.0,1.0,1192
case_000033,fsmrepairbench_v0_smoke,0.1.0,6,duplicate_transition,1.0,1.0,1209
case_000034,fsmrepairbench_v0_smoke,0.1.0,6,duplicate_transition,1.0,1.0,1226
case_000035,fsmrepairbench_v0_smoke,0.1.0,6,duplicate_transition,1.0,1.0,1243
case_000036,fsmrepairbench_v0_smoke,0.1.0,7,wrong_target,1.0,0.9285714285714286,1361
case_000037,fsmrepairbench_v0_smoke,0.1.0,7,wrong_target,1.0,0.9230769230769231,1378
case_000038,fsmrepairbench_v0_smoke,0.1.0,7,wrong_target,1.0,0.9166666666666666,1395
case_000039,fsmrepairbench_v0_smoke,0.1.0,7,wrong_target,1.0,0.9230769230769231,1412
case_000040,fsmrepairbench_v0_smoke,0.1.0,7,wrong_target,1.0,0.9090909090909091,1429
case_000041,fsmrepairbench_v0_smoke,0.1.0,8,wrong_initial_state,1.0,0.0,1547
case_000042,fsmrepairbench_v0_smoke,0.1.0,8,wrong_initial_state,1.0,0.0,1564
case_000043,fsmrepairbench_v0_smoke,0.1.0,8,wrong_initial_state,1.0,0.0,1581
case_000044,fsmrepairbench_v0_smoke,0.1.0,8,wrong_initial_state,1.0,0.0,1598
case_000045,fsmrepairbench_v0_smoke,0.1.0,8,wrong_initial_state,1.0,0.0,1615
case_000046,fsmrepairbench_v0_smoke,0.1.0,9,dead_state_intro,1.0,1.0,1733
case_000047,fsmrepairbench_v0_smoke,0.1.0,9,dead_state_intro,1.0,1.0,1750
case_000048,fsmrepairbench_v0_smoke,0.1.0,9,dead_state_intro,1.0,1.0,1767
case_000049,fsmrepairbench_v0_smoke,0.1.0,9,dead_state_intro,1.0,1.0,1784
case_000050,fsmrepairbench_v0_smoke,0.1.0,9,dead_state_intro,1.0,1.0,1801
case_000051,fsmrepairbench_v0_smoke,0.1.0,10,wrong_target,1.0,0.0,1919
case_000052,fsmrepairbench_v0_smoke,0.1.0,10,wrong_target,1.0,0.0,1936
case_000053,fsmrepairbench_v0_smoke,0.1.0,10,wrong_target,1.0,0.0,1953
case_000054,fsmrepairbench_v0_smoke,0.1.0,10,wrong_target,1.0,0.0,1970
case_000055,fsmrepairbench_v0_smoke,0.1.0,10,wrong_target,1.0,0.0,1987
case_000056,fsmrepairbench_v0_smoke,0.1.0,11,unreachable_state_intro,1.0,1.0,2105
case_000057,fsmrepairbench_v0_smoke,0.1.0,11,unreachable_state_intro,1.0,1.0,2122
case_000058,fsmrepairbench_v0_smoke,0.1.0,11,unreachable_state_intro,1.0,1.0,2139
case_000059,fsmrepairbench_v0_smoke,0.1.0,11,unreachable_state_intro,1.0,1.0,2156
case_000060,fsmrepairbench_v0_smoke,0.1.0,11,unreachable_state_intro,1.0,1.0,2173
case_000061,fsmrepairbench_v0_smoke,0.1.0,12,guard_weaken,1.0,0.0,2291
case_000062,fsmrepairbench_v0_smoke,0.1.0,12,guard_weaken,1.0,0.5,2308
case_000063,fsmrepairbench_v0_smoke,0.1.0,12,guard_weaken,1.0,0.5,2325
case_000064,fsmrepairbench_v0_smoke,0.1.0,12,guard_weaken,1.0,0.5,2342
case_000065,fsmrepairbench_v0_smoke,0.1.0,12,guard_weaken,1.0,0.5,2359
case_000066,fsmrepairbench_v0_smoke,0.1.0,13,guard_strengthen,1.0,0.0,2477
case_000067,fsmrepairbench_v0_smoke,0.1.0,13,guard_strengthen,1.0,0.625,2494
case_000068,fsmrepairbench_v0_smoke,0.1.0,13,guard_strengthen,1.0,0.375,2511
case_000069,fsmrepairbench_v0_smoke,0.1.0,13,guard_strengthen,1.0,0.75,2528
case_000070,fsmrepairbench_v0_smoke,0.1.0,13,guard_strengthen,1.0,0.25,2545
case_000071,fsmrepairbench_v0_smoke,0.1.0,14,guard_flip,1.0,0.95,2663
case_000072,fsmrepairbench_v0_smoke,0.1.0,14,guard_flip,1.0,0.9583333333333334,2680
case_000073,fsmrepairbench_v0_smoke,0.1.0,14,guard_flip,1.0,0.95,2697
case_000074,fsmrepairbench_v0_smoke,0.1.0,14,guard_flip,1.0,0.9583333333333334,2714
case_000075,fsmrepairbench_v0_smoke,0.1.0,14,guard_flip,1.0,0.95,2731
case_000076,fsmrepairbench_v0_smoke,0.1.0,15,missing_transition,1.0,0.5,2849
case_000077,fsmrepairbench_v0_smoke,0.1.0,15,missing_transition,1.0,0.9,2866
case_000078,fsmrepairbench_v0_smoke,0.1.0,15,missing_transition,1.0,0.9166666666666666,2883
case_000079,fsmrepairbench_v0_smoke,0.1.0,15,missing_transition,1.0,0.9166666666666666,2900
case_000080,fsmrepairbench_v0_smoke,0.1.0,15,missing_transition,1.0,0.5,2917
case_000081,fsmrepairbench_v0_smoke,0.1.0,16,timeout_corruption,1.0,1.0,3035
case_000082,fsmrepairbench_v0_smoke,0.1.0,16,timeout_corruption,1.0,1.0,3052
case_000083,fsmrepairbench_v0_smoke,0.1.0,16,timeout_corruption,1.0,1.0,3069
case_000084,fsmrepairbench_v0_smoke,0.1.0,16,timeout_corruption,1.0,1.0,3086
case_000085,fsmrepairbench_v0_smoke,0.1.0,16,timeout_corruption,1.0,1.0,3103
case_000086,fsmrepairbench_v0_smoke,0.1.0,17,delay_corruption,1.0,1.0,3221
case_000087,fsmrepairbench_v0_smoke,0.1.0,17,delay_corruption,1.0,1.0,3238
case_000088,fsmrepairbench_v0_smoke,0.1.0,17,delay_corruption,1.0,1.0,3255
case_000089,fsmrepairbench_v0_smoke,0.1.0,17,delay_corruption,1.0,1.0,3272
case_000090,fsmrepairbench_v0_smoke,0.1.0,17,delay_corruption,1.0,1.0,3289
case_000091,fsmrepairbench_v0_smoke,0.1.0,18,wrong_target,1.0,0.55,3407
case_000092,fsmrepairbench_v0_smoke,0.1.0,18,wrong_target,1.0,0.95,3424
case_000093,fsmrepairbench_v0_smoke,0.1.0,18,wrong_target,1.0,0.95,3441
case_000094,fsmrepairbench_v0_smoke,0.1.0,18,wrong_target,1.0,0.95,3458
case_000095,fsmrepairbench_v0_smoke,0.1.0,18,wrong_target,1.0,0.55,3475
case_000096,fsmrepairbench_v0_smoke,0.1.0,19,missing_transition,1.0,0.9166666666666666,3593
case_000097,fsmrepairbench_v0_smoke,0.1.0,19,missing_transition,1.0,0.9166666666666666,3610
case_000098,fsmrepairbench_v0_smoke,0.1.0,19,missing_transition,1.0,0.9285714285714286,3627
case_000099,fsmrepairbench_v0_smoke,0.1.0,19,missing_transition,1.0,0.9,3644
case_000100,fsmrepairbench_v0_smoke,0.1.0,19,missing_transition,1.0,0.46153846153846156,3661
