case_id,plan_name,plan_version,cell_index,bug_type,reference_bpr,faulty_bpr,seed
case_000001,fsmrepairbench_multifamily_pilot,0.3.0-pilot,0,missing_transition,1.0,0.0,63
case_000002,fsmrepairbench_multifamily_pilot,0.3.0-pilot,1,nondeterminism_intro,1.0,1.0,181
case_000003,fsmrepairbench_multifamily_pilot,0.3.0-pilot,2,wrong_source,1.0,0.0,299
case_000004,fsmrepairbench_multifamily_pilot,0.3.0-pilot,3,wrong_event,1.0,0.0,417
case_000005,fsmrepairbench_multifamily_pilot,0.3.0-pilot,4,action_corruption,1.0,1.0,535
case_000006,fsmrepairbench_multifamily_pilot,0.3.0-pilot,5,guard_flip,1.0,0.8888888888888888,653
case_000007,fsmrepairbench_multifamily_pilot,0.3.0-pilot,6,duplicate_transition,1.0,1.0,771
case_000008,fsmrepairbench_multifamily_pilot,0.3.0-pilot,7,wrong_target,1.0,0.5,889
case_000009,fsmrepairbench_multifamily_pilot,0.3.0-pilot,8,wrong_initial_state,1.0,0.0,1007
case_000010,fsmrepairbench_multifamily_pilot,0.3.0-pilot,9,dead_state_intro,1.0,1.0,1125
case_000011,fsmrepairbench_multifamily_pilot,0.3.0-pilot,10,wrong_target,1.0,0.0,1243
case_000012,fsmrepairbench_multifamily_pilot,0.3.0-pilot,11,unreachable_state_intro,1.0,1.0,1361
case_000013,fsmrepairbench_multifamily_pilot,0.3.0-pilot,12,guard_weaken,1.0,0.5,1479
case_000014,fsmrepairbench_multifamily_pilot,0.3.0-pilot,13,guard_strengthen,1.0,0.625,1597
case_000015,fsmrepairbench_multifamily_pilot,0.3.0-pilot,14,guard_flip,1.0,0.95,1715
case_000016,fsmrepairbench_multifamily_pilot,0.3.0-pilot,15,missing_transition,1.0,0.9,1833
case_000017,fsmrepairbench_multifamily_pilot,0.3.0-pilot,16,timeout_corruption,1.0,1.0,1951
case_000018,fsmrepairbench_multifamily_pilot,0.3.0-pilot,17,delay_corruption,1.0,1.0,2069
case_000019,fsmrepairbench_multifamily_pilot,0.3.0-pilot,18,wrong_target,1.0,0.55,2187
case_000020,fsmrepairbench_multifamily_pilot,0.3.0-pilot,19,missing_transition,1.0,0.08333333333333333,2305
