case_id,plan_name,plan_version,cell_index,bug_type,reference_bpr,faulty_bpr,seed
case_000001,fsmrepairbench_v0_1k_seed_64,0.1.0,0,missing_transition,1.0,0.0,81
case_000002,fsmrepairbench_v0_1k_seed_64,0.1.0,0,missing_transition,1.0,0.0,98
case_000003,fsmrepairbench_v0_1k_seed_64,0.1.0,0,missing_transition,1.0,0.0,115
case_000004,fsmrepairbench_v0_1k_seed_64,0.1.0,0,missing_transition,1.0,0.0,132
case_000005,fsmrepairbench_v0_1k_seed_64,0.1.0,0,missing_transition,1.0,0.0,149
case_000006,fsmrepairbench_v0_1k_seed_64,0.1.0,0,missing_transition,1.0,0.0,166
case_000007,fsmrepairbench_v0_1k_seed_64,0.1.0,0,missing_transition,1.0,0.0,183
case_000008,fsmrepairbench_v0_1k_seed_64,0.1.0,0,missing_transition,1.0,0.0,200
case_000009,fsmrepairbench_v0_1k_seed_64,0.1.0,0,missing_transition,1.0,0.0,217
case_000010,fsmrepairbench_v0_1k_seed_64,0.1.0,0,missing_transition,1.0,0.0,234
case_000011,fsmrepairbench_v0_1k_seed_64,0.1.0,0,missing_transition,1.0,0.0,251
case_000012,fsmrepairbench_v0_1k_seed_64,0.1.0,0,missing_transition,1.0,0.0,268
case_000013,fsmrepairbench_v0_1k_seed_64,0.1.0,0,missing_transition,1.0,0.0,285
case_000014,fsmrepairbench_v0_1k_seed_64,0.1.0,0,missing_transition,1.0,0.0,302
case_000015,fsmrepairbench_v0_1k_seed_64,0.1.0,0,missing_transition,1.0,0.0,319
case_000016,fsmrepairbench_v0_1k_seed_64,0.1.0,0,missing_transition,1.0,0.0,336
case_000017,fsmrepairbench_v0_1k_seed_64,0.1.0,0,missing_transition,1.0,0.0,353
case_000018,fsmrepairbench_v0_1k_seed_64,0.1.0,0,missing_transition,1.0,0.0,370
case_000019,fsmrepairbench_v0_1k_seed_64,0.1.0,0,missing_transition,1.0,0.0,387
case_000020,fsmrepairbench_v0_1k_seed_64,0.1.0,0,missing_transition,1.0,0.0,404
case_000021,fsmrepairbench_v0_1k_seed_64,0.1.0,0,missing_transition,1.0,0.0,421
case_000022,fsmrepairbench_v0_1k_seed_64,0.1.0,0,missing_transition,1.0,0.0,438
case_000023,fsmrepairbench_v0_1k_seed_64,0.1.0,0,missing_transition,1.0,0.0,455
case_000024,fsmrepairbench_v0_1k_seed_64,0.1.0,0,missing_transition,1.0,0.0,472
case_000025,fsmrepairbench_v0_1k_seed_64,0.1.0,0,missing_transition,1.0,0.0,489
case_000026,fsmrepairbench_v0_1k_seed_64,0.1.0,0,missing_transition,1.0,0.0,506
case_000027,fsmrepairbench_v0_1k_seed_64,0.1.0,0,missing_transition,1.0,0.0,523
case_000028,fsmrepairbench_v0_1k_seed_64,0.1.0,0,missing_transition,1.0,0.0,540
case_000029,fsmrepairbench_v0_1k_seed_64,0.1.0,0,missing_transition,1.0,0.0,557
case_000030,fsmrepairbench_v0_1k_seed_64,0.1.0,0,missing_transition,1.0,0.0,574
case_000031,fsmrepairbench_v0_1k_seed_64,0.1.0,0,missing_transition,1.0,0.0,591
case_000032,fsmrepairbench_v0_1k_seed_64,0.1.0,0,missing_transition,1.0,0.0,608
case_000033,fsmrepairbench_v0_1k_seed_64,0.1.0,0,missing_transition,1.0,0.0,625
case_000034,fsmrepairbench_v0_1k_seed_64,0.1.0,0,missing_transition,1.0,0.0,642
case_000035,fsmrepairbench_v0_1k_seed_64,0.1.0,0,missing_transition,1.0,0.0,659
case_000036,fsmrepairbench_v0_1k_seed_64,0.1.0,0,missing_transition,1.0,0.0,676
case_000037,fsmrepairbench_v0_1k_seed_64,0.1.0,0,missing_transition,1.0,0.0,693
case_000038,fsmrepairbench_v0_1k_seed_64,0.1.0,0,missing_transition,1.0,0.0,710
case_000039,fsmrepairbench_v0_1k_seed_64,0.1.0,0,missing_transition,1.0,0.0,727
case_000040,fsmrepairbench_v0_1k_seed_64,0.1.0,0,missing_transition,1.0,0.0,744
case_000041,fsmrepairbench_v0_1k_seed_64,0.1.0,0,missing_transition,1.0,0.0,761
case_000042,fsmrepairbench_v0_1k_seed_64,0.1.0,0,missing_transition,1.0,0.0,778
case_000043,fsmrepairbench_v0_1k_seed_64,0.1.0,0,missing_transition,1.0,0.0,795
case_000044,fsmrepairbench_v0_1k_seed_64,0.1.0,0,missing_transition,1.0,0.0,812
case_000045,fsmrepairbench_v0_1k_seed_64,0.1.0,0,missing_transition,1.0,0.0,829
case_000046,fsmrepairbench_v0_1k_seed_64,0.1.0,0,missing_transition,1.0,0.0,846
case_000047,fsmrepairbench_v0_1k_seed_64,0.1.0,0,missing_transition,1.0,0.0,863
case_000048,fsmrepairbench_v0_1k_seed_64,0.1.0,0,missing_transition,1.0,0.0,880
case_000049,fsmrepairbench_v0_1k_seed_64,0.1.0,0,missing_transition,1.0,0.0,897
case_000050,fsmrepairbench_v0_1k_seed_64,0.1.0,0,missing_transition,1.0,0.0,914
case_000051,fsmrepairbench_v0_1k_seed_64,0.1.0,1,nondeterminism_intro,1.0,1.0,24789
case_000052,fsmrepairbench_v0_1k_seed_64,0.1.0,1,nondeterminism_intro,1.0,1.0,1049
case_000053,fsmrepairbench_v0_1k_seed_64,0.1.0,1,nondeterminism_intro,1.0,1.0,1066
case_000054,fsmrepairbench_v0_1k_seed_64,0.1.0,1,nondeterminism_intro,1.0,1.0,1083
case_000055,fsmrepairbench_v0_1k_seed_64,0.1.0,1,nondeterminism_intro,1.0,1.0,9019
case_000056,fsmrepairbench_v0_1k_seed_64,0.1.0,1,nondeterminism_intro,1.0,1.0,1117
case_000057,fsmrepairbench_v0_1k_seed_64,0.1.0,1,nondeterminism_intro,1.0,1.0,1134
case_000058,fsmrepairbench_v0_1k_seed_64,0.1.0,1,nondeterminism_intro,1.0,1.0,1151
case_000059,fsmrepairbench_v0_1k_seed_64,0.1.0,1,nondeterminism_intro,1.0,1.0,1168
case_000060,fsmrepairbench_v0_1k_seed_64,0.1.0,1,nondeterminism_intro,1.0,1.0,1185
case_000061,fsmrepairbench_v0_1k_seed_64,0.1.0,1,nondeterminism_intro,1.0,1.0,1202
