case_id,machine_type,determinism,completeness,arity_class,size_class,guard_complexity,time_features,graph_structure,oracle_depth,bug_type,num_states,num_events,num_transitions,avg_out_degree,max_out_degree,num_guards,num_timed_guards,num_timeouts,num_cycles,scc_count,seed
case_000001,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,missing_transition,2,2,1,0.5,1,0,0,0,0,2,61
case_000002,plain_fsm,deterministic,partial,low,tiny,none,none,cyclic|sparse|layered,shallow,missing_transition,1,2,1,1.0,1,0,0,0,1,1,78
case_000003,plain_fsm,deterministic,partial,low,tiny,none,none,cyclic|sparse|layered,shallow,missing_transition,3,2,3,1.0,1,0,0,0,1,3,95
case_000004,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,missing_transition,2,2,1,0.5,1,0,0,0,0,2,112
case_000005,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,missing_transition,3,2,2,0.6667,1,0,0,0,0,3,129
case_000006,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,nondeterminism_intro,2,2,1,0.5,1,0,0,0,0,2,247
case_000007,plain_fsm,deterministic,partial,low,tiny,none,none,cyclic|sparse|hub_and_spoke|layered,shallow,nondeterminism_intro,3,2,3,1.0,2,0,0,0,1,3,264
case_000008,plain_fsm,deterministic,partial,low,tiny,none,none,cyclic|sparse|layered,shallow,nondeterminism_intro,1,2,1,1.0,1,0,0,0,1,1,281
case_000009,plain_fsm,deterministic,partial,low,tiny,none,none,cyclic|sparse|layered,shallow,nondeterminism_intro,1,2,1,1.0,1,0,0,0,1,1,298
case_000010,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,nondeterminism_intro,2,2,1,0.5,1,0,0,0,0,2,315
case_000011,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,wrong_source,2,2,1,0.5,1,0,0,0,0,2,433
