case_id,plan_name,plan_version,cell_index,bug_type,reference_bpr,faulty_bpr,seed
case_000001,fsmrepairbench_v0_smoke_seed_44,0.1.0,0,missing_transition,1.0,0.0,61
case_000002,fsmrepairbench_v0_smoke_seed_44,0.1.0,0,missing_transition,1.0,0.0,78
case_000003,fsmrepairbench_v0_smoke_seed_44,0.1.0,0,missing_transition,1.0,0.5,95
case_000004,fsmrepairbench_v0_smoke_seed_44,0.1.0,0,missing_transition,1.0,0.0,112
case_000005,fsmrepairbench_v0_smoke_seed_44,0.1.0,0,missing_transition,1.0,0.0,129
case_000006,fsmrepairbench_v0_smoke_seed_44,0.1.0,1,nondeterminism_intro,1.0,1.0,247
case_000007,fsmrepairbench_v0_smoke_seed_44,0.1.0,1,nondeterminism_intro,1.0,1.0,264
case_000008,fsmrepairbench_v0_smoke_seed_44,0.1.0,1,nondeterminism_intro,1.0,1.0,281
case_000009,fsmrepairbench_v0_smoke_seed_44,0.1.0,1,nondeterminism_intro,1.0,1.0,298
case_000010,fsmrepairbench_v0_smoke_seed_44,0.1.0,1,nondeterminism_intro,1.0,1.0,315
case_000011,fsmrepairbench_v0_smoke_seed_44,0.1.0,2,wrong_source,1.0,0.0,433
case_000012,fsmrepairbench_v0_smoke_seed_44,0.1.0,2,wrong_source,1.0,0.0,450
case_000013,fsmrepairbench_v0_smoke_seed_44,0.1.0,2,wrong_source,1.0,0.0,467
case_000014,fsmrepairbench_v0_smoke_seed_44,0.1.0,2,wrong_source,1.0,0.0,484
case_000015,fsmrepairbench_v0_smoke_seed_44,0.1.0,2,wrong_source,1.0,0.0,501
case_000016,fsmrepairbench_v0_smoke_seed_44,0.1.0,3,wrong_event,1.0,0.6666666666666666,619
case_000017,fsmrepairbench_v0_smoke_seed_44,0.1.0,3,wrong_event,1.0,0.0,636
case_000018,fsmrepairbench_v0_smoke_seed_44,0.1.0,3,wrong_event,1.0,0.0,653
case_000019,fsmrepairbench_v0_smoke_seed_44,0.1.0,3,wrong_event,1.0,0.0,670
case_000020,fsmrepairbench_v0_smoke_seed_44,0.1.0,3,wrong_event,1.0,0.0,687
case_000021,fsmrepairbench_v0_smoke_seed_44,0.1.0,4,action_corruption,1.0,1.0,805
case_000022,fsmrepairbench_v0_smoke_seed_44,0.1.0,4,action_corruption,1.0,1.0,822
case_000023,fsmrepairbench_v0_smoke_seed_44,0.1.0,4,action_corruption,1.0,1.0,839
case_000024,fsmrepairbench_v0_smoke_seed_44,0.1.0,4,action_corruption,1.0,1.0,856
case_000025,fsmrepairbench_v0_smoke_seed_44,0.1.0,4,action_corruption,1.0,1.0,873
case_000026,fsmrepairbench_v0_smoke_seed_44,0.1.0,5,guard_flip,1.0,0.0,991
case_000027,fsmrepairbench_v0_smoke_seed_44,0.1.0,5,guard_flip,1.0,0.875,1008
case_000028,fsmrepairbench_v0_smoke_seed_44,0.1.0,5,guard_flip,1.0,0.0,1025
case_000029,fsmrepairbench_v0_smoke_seed_44,0.1.0,5,guard_flip,1.0,0.0,1042
case_000030,fsmrepairbench_v0_smoke_seed_44,0.1.0,5,guard_flip,1.0,0.0,1059
case_000031,fsmrepairbench_v0_smoke_seed_44,0.1.0,6,duplicate_transition,1.0,1.0,1177
case_000032,fsmrepairbench_v0_smoke_seed_44,0.1.0,6,duplicate_transition,1.0,1.0,1194
case_000033,fsmrepairbench_v0_smoke_seed_44,0.1.0,6,duplicate_transition,1.0,1.0,1211
case_000034,fsmrepairbench_v0_smoke_seed_44,0.1.0,6,duplicate_transition,1.0,1.0,1228
case_000035,fsmrepairbench_v0_smoke_seed_44,0.1.0,6,duplicate_transition,1.0,1.0,1245
case_000036,fsmrepairbench_v0_smoke_seed_44,0.1.0,7,wrong_target,1.0,0.6153846153846154,1363
case_000037,fsmrepairbench_v0_smoke_seed_44,0.1.0,7,wrong_target,1.0,0.9230769230769231,1380
case_000038,fsmrepairbench_v0_smoke_seed_44,0.1.0,7,wrong_target,1.0,0.5833333333333334,1397
case_000039,fsmrepairbench_v0_smoke_seed_44,0.1.0,7,wrong_target,1.0,0.9,1414
case_000040,fsmrepairbench_v0_smoke_seed_44,0.1.0,7,wrong_target,1.0,0.5454545454545454,1431
case_000041,fsmrepairbench_v0_smoke_seed_44,0.1.0,8,wrong_initial_state,1.0,1.0,1549
case_000042,fsmrepairbench_v0_smoke_seed_44,0.1.0,8,wrong_initial_state,1.0,0.0,1566
case_000043,fsmrepairbench_v0_smoke_seed_44,0.1.0,8,wrong_initial_state,1.0,0.0,1583
case_000044,fsmrepairbench_v0_smoke_seed_44,0.1.0,8,wrong_initial_state,1.0,0.0,1600
case_000045,fsmrepairbench_v0_smoke_seed_44,0.1.0,8,wrong_initial_state,1.0,0.0,1617
case_000046,fsmrepairbench_v0_smoke_seed_44,0.1.0,9,dead_state_intro,1.0,1.0,1735
case_000047,fsmrepairbench_v0_smoke_seed_44,0.1.0,9,dead_state_intro,1.0,1.0,1752
case_000048,fsmrepairbench_v0_smoke_seed_44,0.1.0,9,dead_state_intro,1.0,1.0,1769
case_000049,fsmrepairbench_v0_smoke_seed_44,0.1.0,9,dead_state_intro,1.0,1.0,1786
