case_id,plan_name,plan_version,cell_index,bug_type,reference_bpr,faulty_bpr,seed
case_000001,fsmrepairbench_v0_1k_seed_44,0.1.0,0,missing_transition,1.0,0.0,61
case_000002,fsmrepairbench_v0_1k_seed_44,0.1.0,0,missing_transition,1.0,0.0,78
case_000003,fsmrepairbench_v0_1k_seed_44,0.1.0,0,missing_transition,1.0,0.0,95
case_000004,fsmrepairbench_v0_1k_seed_44,0.1.0,0,missing_transition,1.0,0.0,112
case_000005,fsmrepairbench_v0_1k_seed_44,0.1.0,0,missing_transition,1.0,0.0,129
case_000006,fsmrepairbench_v0_1k_seed_44,0.1.0,0,missing_transition,1.0,0.0,146
case_000007,fsmrepairbench_v0_1k_seed_44,0.1.0,0,missing_transition,1.0,0.0,163
case_000008,fsmrepairbench_v0_1k_seed_44,0.1.0,0,missing_transition,1.0,0.0,180
case_000009,fsmrepairbench_v0_1k_seed_44,0.1.0,0,missing_transition,1.0,0.0,197
case_000010,fsmrepairbench_v0_1k_seed_44,0.1.0,0,missing_transition,1.0,0.0,214
case_000011,fsmrepairbench_v0_1k_seed_44,0.1.0,0,missing_transition,1.0,0.0,231
case_000012,fsmrepairbench_v0_1k_seed_44,0.1.0,0,missing_transition,1.0,0.0,248
case_000013,fsmrepairbench_v0_1k_seed_44,0.1.0,0,missing_transition,1.0,0.0,265
case_000014,fsmrepairbench_v0_1k_seed_44,0.1.0,0,missing_transition,1.0,0.0,282
case_000015,fsmrepairbench_v0_1k_seed_44,0.1.0,0,missing_transition,1.0,0.0,299
case_000016,fsmrepairbench_v0_1k_seed_44,0.1.0,0,missing_transition,1.0,0.0,316
case_000017,fsmrepairbench_v0_1k_seed_44,0.1.0,0,missing_transition,1.0,0.0,333
case_000018,fsmrepairbench_v0_1k_seed_44,0.1.0,0,missing_transition,1.0,0.0,350
case_000019,fsmrepairbench_v0_1k_seed_44,0.1.0,0,missing_transition,1.0,0.0,367
case_000020,fsmrepairbench_v0_1k_seed_44,0.1.0,0,missing_transition,1.0,0.0,384
case_000021,fsmrepairbench_v0_1k_seed_44,0.1.0,0,missing_transition,1.0,0.0,401
case_000022,fsmrepairbench_v0_1k_seed_44,0.1.0,0,missing_transition,1.0,0.0,418
case_000023,fsmrepairbench_v0_1k_seed_44,0.1.0,0,missing_transition,1.0,0.0,435
case_000024,fsmrepairbench_v0_1k_seed_44,0.1.0,0,missing_transition,1.0,0.0,452
case_000025,fsmrepairbench_v0_1k_seed_44,0.1.0,0,missing_transition,1.0,0.0,469
case_000026,fsmrepairbench_v0_1k_seed_44,0.1.0,0,missing_transition,1.0,0.0,486
case_000027,fsmrepairbench_v0_1k_seed_44,0.1.0,0,missing_transition,1.0,0.0,503
case_000028,fsmrepairbench_v0_1k_seed_44,0.1.0,0,missing_transition,1.0,0.0,520
case_000029,fsmrepairbench_v0_1k_seed_44,0.1.0,0,missing_transition,1.0,0.0,537
case_000030,fsmrepairbench_v0_1k_seed_44,0.1.0,0,missing_transition,1.0,0.0,554
case_000031,fsmrepairbench_v0_1k_seed_44,0.1.0,0,missing_transition,1.0,0.0,571
case_000032,fsmrepairbench_v0_1k_seed_44,0.1.0,0,missing_transition,1.0,0.0,588
case_000033,fsmrepairbench_v0_1k_seed_44,0.1.0,0,missing_transition,1.0,0.0,605
case_000034,fsmrepairbench_v0_1k_seed_44,0.1.0,0,missing_transition,1.0,0.0,622
case_000035,fsmrepairbench_v0_1k_seed_44,0.1.0,0,missing_transition,1.0,0.0,639
case_000036,fsmrepairbench_v0_1k_seed_44,0.1.0,0,missing_transition,1.0,0.0,656
case_000037,fsmrepairbench_v0_1k_seed_44,0.1.0,0,missing_transition,1.0,0.0,673
case_000038,fsmrepairbench_v0_1k_seed_44,0.1.0,0,missing_transition,1.0,0.0,690
case_000039,fsmrepairbench_v0_1k_seed_44,0.1.0,0,missing_transition,1.0,0.0,707
case_000040,fsmrepairbench_v0_1k_seed_44,0.1.0,0,missing_transition,1.0,0.0,724
case_000041,fsmrepairbench_v0_1k_seed_44,0.1.0,0,missing_transition,1.0,0.0,741
case_000042,fsmrepairbench_v0_1k_seed_44,0.1.0,0,missing_transition,1.0,0.0,758
case_000043,fsmrepairbench_v0_1k_seed_44,0.1.0,0,missing_transition,1.0,0.0,775
case_000044,fsmrepairbench_v0_1k_seed_44,0.1.0,0,missing_transition,1.0,0.0,792
case_000045,fsmrepairbench_v0_1k_seed_44,0.1.0,0,missing_transition,1.0,0.0,809
case_000046,fsmrepairbench_v0_1k_seed_44,0.1.0,0,missing_transition,1.0,0.0,826
case_000047,fsmrepairbench_v0_1k_seed_44,0.1.0,0,missing_transition,1.0,0.0,843
case_000048,fsmrepairbench_v0_1k_seed_44,0.1.0,0,missing_transition,1.0,0.0,860
case_000049,fsmrepairbench_v0_1k_seed_44,0.1.0,0,missing_transition,1.0,0.0,877
case_000050,fsmrepairbench_v0_1k_seed_44,0.1.0,0,missing_transition,1.0,0.0,894
case_000051,fsmrepairbench_v0_1k_seed_44,0.1.0,1,nondeterminism_intro,1.0,1.0,1012
case_000052,fsmrepairbench_v0_1k_seed_44,0.1.0,1,nondeterminism_intro,1.0,1.0,1029
case_000053,fsmrepairbench_v0_1k_seed_44,0.1.0,1,nondeterminism_intro,1.0,1.0,8965
case_000054,fsmrepairbench_v0_1k_seed_44,0.1.0,1,nondeterminism_intro,1.0,1.0,1063
case_000055,fsmrepairbench_v0_1k_seed_44,0.1.0,1,nondeterminism_intro,1.0,1.0,1080
case_000056,fsmrepairbench_v0_1k_seed_44,0.1.0,1,nondeterminism_intro,1.0,1.0,1097
case_000057,fsmrepairbench_v0_1k_seed_44,0.1.0,1,nondeterminism_intro,1.0,1.0,1114
case_000058,fsmrepairbench_v0_1k_seed_44,0.1.0,1,nondeterminism_intro,1.0,1.0,1131
case_000059,fsmrepairbench_v0_1k_seed_44,0.1.0,1,nondeterminism_intro,1.0,1.0,16986
case_000060,fsmrepairbench_v0_1k_seed_44,0.1.0,1,nondeterminism_intro,1.0,1.0,9084
case_000061,fsmrepairbench_v0_1k_seed_44,0.1.0,1,nondeterminism_intro,1.0,1.0,1182
case_000062,fsmrepairbench_v0_1k_seed_44,0.1.0,1,nondeterminism_intro,1.0,1.0,1199
case_000063,fsmrepairbench_v0_1k_seed_44,0.1.0,1,nondeterminism_intro,1.0,1.0,17054
case_000064,fsmrepairbench_v0_1k_seed_44,0.1.0,1,nondeterminism_intro,1.0,1.0,1233
case_000065,fsmrepairbench_v0_1k_seed_44,0.1.0,1,nondeterminism_intro,1.0,1.0,9169
case_000066,fsmrepairbench_v0_1k_seed_44,0.1.0,1,nondeterminism_intro,1.0,1.0,9186
case_000067,fsmrepairbench_v0_1k_seed_44,0.1.0,1,nondeterminism_intro,1.0,1.0,1284
case_000068,fsmrepairbench_v0_1k_seed_44,0.1.0,1,nondeterminism_intro,1.0,1.0,1301
case_000069,fsmrepairbench_v0_1k_seed_44,0.1.0,1,nondeterminism_intro,1.0,1.0,1318
case_000070,fsmrepairbench_v0_1k_seed_44,0.1.0,1,nondeterminism_intro,1.0,1.0,1335
case_000071,fsmrepairbench_v0_1k_seed_44,0.1.0,1,nondeterminism_intro,1.0,1.0,1352
case_000072,fsmrepairbench_v0_1k_seed_44,0.1.0,1,nondeterminism_intro,1.0,1.0,33045
case_000073,fsmrepairbench_v0_1k_seed_44,0.1.0,1,nondeterminism_intro,1.0,1.0,9305
case_000074,fsmrepairbench_v0_1k_seed_44,0.1.0,1,nondeterminism_intro,1.0,1.0,1403
case_000075,fsmrepairbench_v0_1k_seed_44,0.1.0,1,nondeterminism_intro,1.0,1.0,1420
case_000076,fsmrepairbench_v0_1k_seed_44,0.1.0,1,nondeterminism_intro,1.0,1.0,1437
case_000077,fsmrepairbench_v0_1k_seed_44,0.1.0,1,nondeterminism_intro,1.0,1.0,33130
case_000078,fsmrepairbench_v0_1k_seed_44,0.1.0,1,nondeterminism_intro,1.0,1.0,17309
case_000079,fsmrepairbench_v0_1k_seed_44,0.1.0,1,nondeterminism_intro,1.0,1.0,9407
case_000080,fsmrepairbench_v0_1k_seed_44,0.1.0,1,nondeterminism_intro,1.0,1.0,1505
case_000081,fsmrepairbench_v0_1k_seed_44,0.1.0,1,nondeterminism_intro,1.0,1.0,1522
case_000082,fsmrepairbench_v0_1k_seed_44,0.1.0,1,nondeterminism_intro,1.0,1.0,1539
case_000083,fsmrepairbench_v0_1k_seed_44,0.1.0,1,nondeterminism_intro,1.0,1.0,1556
case_000084,fsmrepairbench_v0_1k_seed_44,0.1.0,1,nondeterminism_intro,1.0,1.0,17411
