case_id,plan_name,plan_version,cell_index,bug_type,reference_bpr,faulty_bpr,seed
case_000001,fsmrepairbench_v0_1k_seed_124,0.1.0,0,missing_transition,1.0,0.0,141
case_000002,fsmrepairbench_v0_1k_seed_124,0.1.0,0,missing_transition,1.0,0.0,158
case_000003,fsmrepairbench_v0_1k_seed_124,0.1.0,0,missing_transition,1.0,0.0,175
case_000004,fsmrepairbench_v0_1k_seed_124,0.1.0,0,missing_transition,1.0,0.0,192
case_000005,fsmrepairbench_v0_1k_seed_124,0.1.0,0,missing_transition,1.0,0.0,209
case_000006,fsmrepairbench_v0_1k_seed_124,0.1.0,0,missing_transition,1.0,0.0,226
case_000007,fsmrepairbench_v0_1k_seed_124,0.1.0,0,missing_transition,1.0,0.0,243
case_000008,fsmrepairbench_v0_1k_seed_124,0.1.0,0,missing_transition,1.0,0.0,260
case_000009,fsmrepairbench_v0_1k_seed_124,0.1.0,0,missing_transition,1.0,0.0,277
case_000010,fsmrepairbench_v0_1k_seed_124,0.1.0,0,missing_transition,1.0,0.0,294
case_000011,fsmrepairbench_v0_1k_seed_124,0.1.0,0,missing_transition,1.0,0.0,311
case_000012,fsmrepairbench_v0_1k_seed_124,0.1.0,0,missing_transition,1.0,0.0,328
case_000013,fsmrepairbench_v0_1k_seed_124,0.1.0,0,missing_transition,1.0,0.0,345
case_000014,fsmrepairbench_v0_1k_seed_124,0.1.0,0,missing_transition,1.0,0.0,362
case_000015,fsmrepairbench_v0_1k_seed_124,0.1.0,0,missing_transition,1.0,0.0,379
case_000016,fsmrepairbench_v0_1k_seed_124,0.1.0,0,missing_transition,1.0,0.0,396
case_000017,fsmrepairbench_v0_1k_seed_124,0.1.0,0,missing_transition,1.0,0.0,413
case_000018,fsmrepairbench_v0_1k_seed_124,0.1.0,0,missing_transition,1.0,0.0,430
case_000019,fsmrepairbench_v0_1k_seed_124,0.1.0,0,missing_transition,1.0,0.0,447
case_000020,fsmrepairbench_v0_1k_seed_124,0.1.0,0,missing_transition,1.0,0.0,464
case_000021,fsmrepairbench_v0_1k_seed_124,0.1.0,0,missing_transition,1.0,0.0,481
case_000022,fsmrepairbench_v0_1k_seed_124,0.1.0,0,missing_transition,1.0,0.0,498
case_000023,fsmrepairbench_v0_1k_seed_124,0.1.0,0,missing_transition,1.0,0.0,515
case_000024,fsmrepairbench_v0_1k_seed_124,0.1.0,0,missing_transition,1.0,0.0,532
case_000025,fsmrepairbench_v0_1k_seed_124,0.1.0,0,missing_transition,1.0,0.0,549
case_000026,fsmrepairbench_v0_1k_seed_124,0.1.0,0,missing_transition,1.0,0.0,566
case_000027,fsmrepairbench_v0_1k_seed_124,0.1.0,0,missing_transition,1.0,0.0,583
case_000028,fsmrepairbench_v0_1k_seed_124,0.1.0,0,missing_transition,1.0,0.0,600
case_000029,fsmrepairbench_v0_1k_seed_124,0.1.0,0,missing_transition,1.0,0.0,617
case_000030,fsmrepairbench_v0_1k_seed_124,0.1.0,0,missing_transition,1.0,0.0,634
case_000031,fsmrepairbench_v0_1k_seed_124,0.1.0,0,missing_transition,1.0,0.0,651
case_000032,fsmrepairbench_v0_1k_seed_124,0.1.0,0,missing_transition,1.0,0.0,668
case_000033,fsmrepairbench_v0_1k_seed_124,0.1.0,0,missing_transition,1.0,0.0,685
case_000034,fsmrepairbench_v0_1k_seed_124,0.1.0,0,missing_transition,1.0,0.0,702
case_000035,fsmrepairbench_v0_1k_seed_124,0.1.0,0,missing_transition,1.0,0.0,719
case_000036,fsmrepairbench_v0_1k_seed_124,0.1.0,0,missing_transition,1.0,0.0,736
case_000037,fsmrepairbench_v0_1k_seed_124,0.1.0,0,missing_transition,1.0,0.0,753
case_000038,fsmrepairbench_v0_1k_seed_124,0.1.0,0,missing_transition,1.0,0.0,770
case_000039,fsmrepairbench_v0_1k_seed_124,0.1.0,0,missing_transition,1.0,0.0,787
case_000040,fsmrepairbench_v0_1k_seed_124,0.1.0,0,missing_transition,1.0,0.0,804
case_000041,fsmrepairbench_v0_1k_seed_124,0.1.0,0,missing_transition,1.0,0.0,821
case_000042,fsmrepairbench_v0_1k_seed_124,0.1.0,0,missing_transition,1.0,0.0,838
case_000043,fsmrepairbench_v0_1k_seed_124,0.1.0,0,missing_transition,1.0,0.0,855
case_000044,fsmrepairbench_v0_1k_seed_124,0.1.0,0,missing_transition,1.0,0.0,872
case_000045,fsmrepairbench_v0_1k_seed_124,0.1.0,0,missing_transition,1.0,0.0,889
case_000046,fsmrepairbench_v0_1k_seed_124,0.1.0,0,missing_transition,1.0,0.0,906
case_000047,fsmrepairbench_v0_1k_seed_124,0.1.0,0,missing_transition,1.0,0.0,923
case_000048,fsmrepairbench_v0_1k_seed_124,0.1.0,0,missing_transition,1.0,0.0,940
case_000049,fsmrepairbench_v0_1k_seed_124,0.1.0,0,missing_transition,1.0,0.0,957
case_000050,fsmrepairbench_v0_1k_seed_124,0.1.0,0,missing_transition,1.0,0.0,974
case_000051,fsmrepairbench_v0_1k_seed_124,0.1.0,1,nondeterminism_intro,1.0,1.0,1092
case_000052,fsmrepairbench_v0_1k_seed_124,0.1.0,1,nondeterminism_intro,1.0,1.0,1109
