case_id,plan_name,plan_version,cell_index,bug_type,reference_bpr,faulty_bpr,seed
case_000001,fsmrepairbench_v0_1k_seed_134,0.1.0,0,missing_transition,1.0,0.0,151
case_000002,fsmrepairbench_v0_1k_seed_134,0.1.0,0,missing_transition,1.0,0.0,168
case_000003,fsmrepairbench_v0_1k_seed_134,0.1.0,0,missing_transition,1.0,0.0,185
case_000004,fsmrepairbench_v0_1k_seed_134,0.1.0,0,missing_transition,1.0,0.0,202
case_000005,fsmrepairbench_v0_1k_seed_134,0.1.0,0,missing_transition,1.0,0.0,219
case_000006,fsmrepairbench_v0_1k_seed_134,0.1.0,0,missing_transition,1.0,0.0,236
case_000007,fsmrepairbench_v0_1k_seed_134,0.1.0,0,missing_transition,1.0,0.0,253
case_000008,fsmrepairbench_v0_1k_seed_134,0.1.0,0,missing_transition,1.0,0.0,270
case_000009,fsmrepairbench_v0_1k_seed_134,0.1.0,0,missing_transition,1.0,0.0,287
case_000010,fsmrepairbench_v0_1k_seed_134,0.1.0,0,missing_transition,1.0,0.0,304
case_000011,fsmrepairbench_v0_1k_seed_134,0.1.0,0,missing_transition,1.0,0.0,321
case_000012,fsmrepairbench_v0_1k_seed_134,0.1.0,0,missing_transition,1.0,0.0,338
case_000013,fsmrepairbench_v0_1k_seed_134,0.1.0,0,missing_transition,1.0,0.0,355
case_000014,fsmrepairbench_v0_1k_seed_134,0.1.0,0,missing_transition,1.0,0.0,372
case_000015,fsmrepairbench_v0_1k_seed_134,0.1.0,0,missing_transition,1.0,0.0,389
case_000016,fsmrepairbench_v0_1k_seed_134,0.1.0,0,missing_transition,1.0,0.0,406
case_000017,fsmrepairbench_v0_1k_seed_134,0.1.0,0,missing_transition,1.0,0.0,423
case_000018,fsmrepairbench_v0_1k_seed_134,0.1.0,0,missing_transition,1.0,0.0,440
case_000019,fsmrepairbench_v0_1k_seed_134,0.1.0,0,missing_transition,1.0,0.0,457
case_000020,fsmrepairbench_v0_1k_seed_134,0.1.0,0,missing_transition,1.0,0.0,474
case_000021,fsmrepairbench_v0_1k_seed_134,0.1.0,0,missing_transition,1.0,0.0,491
case_000022,fsmrepairbench_v0_1k_seed_134,0.1.0,0,missing_transition,1.0,0.0,508
case_000023,fsmrepairbench_v0_1k_seed_134,0.1.0,0,missing_transition,1.0,0.0,525
case_000024,fsmrepairbench_v0_1k_seed_134,0.1.0,0,missing_transition,1.0,0.0,542
case_000025,fsmrepairbench_v0_1k_seed_134,0.1.0,0,missing_transition,1.0,0.0,559
case_000026,fsmrepairbench_v0_1k_seed_134,0.1.0,0,missing_transition,1.0,0.0,576
case_000027,fsmrepairbench_v0_1k_seed_134,0.1.0,0,missing_transition,1.0,0.0,593
case_000028,fsmrepairbench_v0_1k_seed_134,0.1.0,0,missing_transition,1.0,0.0,610
case_000029,fsmrepairbench_v0_1k_seed_134,0.1.0,0,missing_transition,1.0,0.0,627
case_000030,fsmrepairbench_v0_1k_seed_134,0.1.0,0,missing_transition,1.0,0.0,644
case_000031,fsmrepairbench_v0_1k_seed_134,0.1.0,0,missing_transition,1.0,0.0,661
case_000032,fsmrepairbench_v0_1k_seed_134,0.1.0,0,missing_transition,1.0,0.0,678
case_000033,fsmrepairbench_v0_1k_seed_134,0.1.0,0,missing_transition,1.0,0.0,695
case_000034,fsmrepairbench_v0_1k_seed_134,0.1.0,0,missing_transition,1.0,0.0,712
case_000035,fsmrepairbench_v0_1k_seed_134,0.1.0,0,missing_transition,1.0,0.0,729
case_000036,fsmrepairbench_v0_1k_seed_134,0.1.0,0,missing_transition,1.0,0.0,746
case_000037,fsmrepairbench_v0_1k_seed_134,0.1.0,0,missing_transition,1.0,0.0,763
case_000038,fsmrepairbench_v0_1k_seed_134,0.1.0,0,missing_transition,1.0,0.0,780
case_000039,fsmrepairbench_v0_1k_seed_134,0.1.0,0,missing_transition,1.0,0.0,797
case_000040,fsmrepairbench_v0_1k_seed_134,0.1.0,0,missing_transition,1.0,0.0,814
case_000041,fsmrepairbench_v0_1k_seed_134,0.1.0,0,missing_transition,1.0,0.0,831
case_000042,fsmrepairbench_v0_1k_seed_134,0.1.0,0,missing_transition,1.0,0.0,848
case_000043,fsmrepairbench_v0_1k_seed_134,0.1.0,0,missing_transition,1.0,0.0,865
case_000044,fsmrepairbench_v0_1k_seed_134,0.1.0,0,missing_transition,1.0,0.0,882
case_000045,fsmrepairbench_v0_1k_seed_134,0.1.0,0,missing_transition,1.0,0.0,899
case_000046,fsmrepairbench_v0_1k_seed_134,0.1.0,0,missing_transition,1.0,0.0,916
case_000047,fsmrepairbench_v0_1k_seed_134,0.1.0,0,missing_transition,1.0,0.0,933
case_000048,fsmrepairbench_v0_1k_seed_134,0.1.0,0,missing_transition,1.0,0.0,950
case_000049,fsmrepairbench_v0_1k_seed_134,0.1.0,0,missing_transition,1.0,0.0,967
case_000050,fsmrepairbench_v0_1k_seed_134,0.1.0,0,missing_transition,1.0,0.0,984
case_000051,fsmrepairbench_v0_1k_seed_134,0.1.0,1,nondeterminism_intro,1.0,1.0,1102
case_000052,fsmrepairbench_v0_1k_seed_134,0.1.0,1,nondeterminism_intro,1.0,1.0,1119
case_000053,fsmrepairbench_v0_1k_seed_134,0.1.0,1,nondeterminism_intro,1.0,1.0,1136
case_000054,fsmrepairbench_v0_1k_seed_134,0.1.0,1,nondeterminism_intro,1.0,1.0,1153
case_000055,fsmrepairbench_v0_1k_seed_134,0.1.0,1,nondeterminism_intro,1.0,1.0,17008
case_000056,fsmrepairbench_v0_1k_seed_134,0.1.0,1,nondeterminism_intro,1.0,1.0,1187
case_000057,fsmrepairbench_v0_1k_seed_134,0.1.0,1,nondeterminism_intro,1.0,1.0,1204
case_000058,fsmrepairbench_v0_1k_seed_134,0.1.0,1,nondeterminism_intro,1.0,1.0,1221
case_000059,fsmrepairbench_v0_1k_seed_134,0.1.0,1,nondeterminism_intro,1.0,1.0,17076
case_000060,fsmrepairbench_v0_1k_seed_134,0.1.0,1,nondeterminism_intro,1.0,1.0,9174
case_000061,fsmrepairbench_v0_1k_seed_134,0.1.0,1,nondeterminism_intro,1.0,1.0,1272
case_000062,fsmrepairbench_v0_1k_seed_134,0.1.0,1,nondeterminism_intro,1.0,1.0,1289
case_000063,fsmrepairbench_v0_1k_seed_134,0.1.0,1,nondeterminism_intro,1.0,1.0,1306
case_000064,fsmrepairbench_v0_1k_seed_134,0.1.0,1,nondeterminism_intro,1.0,1.0,1323
